species	isoform	final_isoform_label	transcript_id	protein_id	protein_length	interpro_accession	interpro_description	member_database	signature_accession	signature_description	domain_class_simplified	domain_start_aa	domain_end_aa	source_file
taeniopygia_guttata	IIIc	IIIc	XM_072931308.1	XP_072787409.1	890	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	633	646	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIc	IIIc	XM_072931308.1	XP_072787409.1	890			FunFam	G3DSA:1.10.510.10:FF:000007	Fibroblast growth factor receptor	fgfr_family	636	831	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIc	IIIc	XM_072931308.1	XP_072787409.1	890			Gene3D	G3DSA:1.10.510.10	Transferase(Phosphotransferase) domain 1	other_domain	636	831	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIc	IIIc	XM_072931308.1	XP_072787409.1	890	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	685	703	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIc	IIIc	XM_072931308.1	XP_072787409.1	890	IPR008266	Tyrosine-protein kinase, active site	ProSitePatterns	PS00109	Tyrosine protein kinases specific active-site signature.	kinase_domain	691	703	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIc	IIIc	XM_072931308.1	XP_072787409.1	890	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	734	744	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIc	IIIc	XM_072931308.1	XP_072787409.1	890	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	753	775	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIc	IIIc	XM_072931308.1	XP_072787409.1	890	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	797	819	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836	IPR016248	Fibroblast growth factor receptor family	PIRSF	PIRSF000628	FGFR	fgfr_family	34	831	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836	IPR007110	Immunoglobulin-like domain	ProSiteProfiles	PS50835	Ig-like domain profile.	ig_like_domain	45	132	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836	IPR013783	Immunoglobulin-like fold	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	ig_like_domain	64	150	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836			FunFam	G3DSA:2.60.40.10:FF:000252	Fibroblast growth factor receptor	fgfr_family	65	150	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836	IPR036179	Immunoglobulin-like domain superfamily	SUPERFAMILY	SSF48726	Immunoglobulin	ig_like_domain	69	147	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836	IPR003599	Immunoglobulin domain subtype	SMART	SM00409	IG_3c	ig_like_domain	71	146	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836			Pfam	PF13927	Immunoglobulin domain	ig_like_domain	71	132	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836	IPR003598	Immunoglobulin subtype 2	SMART	SM00408	igc2_5	ig_like_domain	77	138	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836	IPR050122	Receptor Tyrosine Kinase	PANTHER	PTHR24416	TYROSINE-PROTEIN KINASE RECEPTOR	fgfr_family	85	778	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836			MobiDBLite	mobidb-lite	consensus disorder prediction	other_domain	151	174	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836			MobiDBLite	mobidb-lite	consensus disorder prediction	other_domain	152	166	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836			FunFam	G3DSA:2.60.40.10:FF:000016	Fibroblast growth factor receptor	fgfr_family	163	272	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836	IPR013783	Immunoglobulin-like fold	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	ig_like_domain	167	272	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836	IPR007110	Immunoglobulin-like domain	ProSiteProfiles	PS50835	Ig-like domain profile.	ig_like_domain	176	269	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836			CDD	cd05857	IgI_2_FGFR	fgfr_family	176	270	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836	IPR003599	Immunoglobulin domain subtype	SMART	SM00409	IG_3c	ig_like_domain	186	271	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836	IPR036179	Immunoglobulin-like domain superfamily	SUPERFAMILY	SSF48726	Immunoglobulin	ig_like_domain	189	272	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836	IPR013098	Immunoglobulin I-set	Pfam	PF07679	Immunoglobulin I-set domain	ig_like_domain	192	270	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836	IPR003598	Immunoglobulin subtype 2	SMART	SM00408	igc2_5	ig_like_domain	192	260	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836	IPR013783	Immunoglobulin-like fold	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	ig_like_domain	273	385	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836			FunFam	G3DSA:2.60.40.10:FF:000020	Fibroblast growth factor receptor	fgfr_family	274	384	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836	IPR036179	Immunoglobulin-like domain superfamily	SUPERFAMILY	SSF48726	Immunoglobulin	ig_like_domain	278	379	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836	IPR007110	Immunoglobulin-like domain	ProSiteProfiles	PS50835	Ig-like domain profile.	ig_like_domain	278	378	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836	IPR003599	Immunoglobulin domain subtype	SMART	SM00409	IG_3c	ig_like_domain	285	380	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836	IPR013098	Immunoglobulin I-set	Pfam	PF07679	Immunoglobulin I-set domain	ig_like_domain	285	379	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836	IPR003598	Immunoglobulin subtype 2	SMART	SM00408	igc2_5	ig_like_domain	291	369	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836			Gene3D	G3DSA:3.30.200.20	Phosphorylase Kinase; domain 1	kinase_domain	454	581	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836			FunFam	G3DSA:3.30.200.20:FF:000011	Fibroblast growth factor receptor	fgfr_family	458	581	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836			CDD	cd05101	PTKc_FGFR2	fgfr_family	471	783	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836	IPR011009	Protein kinase-like domain superfamily	SUPERFAMILY	SSF56112	Protein kinase-like (PK-like)	kinase_domain	486	772	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	Pfam	PF07714	Protein tyrosine and serine/threonine kinase	kinase_domain	496	772	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836	IPR020635	Tyrosine-protein kinase, catalytic domain	SMART	SM00219	tyrkin_6	kinase_domain	496	772	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836	IPR000719	Protein kinase domain	ProSiteProfiles	PS50011	Protein kinase domain profile.	kinase_domain	496	785	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836	IPR017441	Protein kinase, ATP binding site	ProSitePatterns	PS00107	Protein kinases ATP-binding region signature.	kinase_domain	502	532	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	579	592	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836			FunFam	G3DSA:1.10.510.10:FF:000007	Fibroblast growth factor receptor	fgfr_family	582	777	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836			Gene3D	G3DSA:1.10.510.10	Transferase(Phosphotransferase) domain 1	other_domain	582	777	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	631	649	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836	IPR008266	Tyrosine-protein kinase, active site	ProSitePatterns	PS00109	Tyrosine protein kinases specific active-site signature.	kinase_domain	637	649	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	680	690	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	699	721	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	743	765	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836			MobiDBLite	mobidb-lite	consensus disorder prediction	other_domain	799	820	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIb	IIIb	ENSTRUT00000045298	ENSTRUP00000045146	836			MobiDBLite	mobidb-lite	consensus disorder prediction	other_domain	800	811	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIc	IIIc	ENSTRUT00000045297	ENSTRUP00000045145	838	IPR016248	Fibroblast growth factor receptor family	PIRSF	PIRSF000628	FGFR	fgfr_family	34	833	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIc	IIIc	ENSTRUT00000045297	ENSTRUP00000045145	838	IPR007110	Immunoglobulin-like domain	ProSiteProfiles	PS50835	Ig-like domain profile.	ig_like_domain	45	132	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIc	IIIc	ENSTRUT00000045297	ENSTRUP00000045145	838	IPR013783	Immunoglobulin-like fold	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	ig_like_domain	64	150	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIc	IIIc	ENSTRUT00000045297	ENSTRUP00000045145	838			FunFam	G3DSA:2.60.40.10:FF:000252	Fibroblast growth factor receptor	fgfr_family	65	150	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIc	IIIc	ENSTRUT00000045297	ENSTRUP00000045145	838	IPR036179	Immunoglobulin-like domain superfamily	SUPERFAMILY	SSF48726	Immunoglobulin	ig_like_domain	69	147	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIc	IIIc	ENSTRUT00000045297	ENSTRUP00000045145	838			Pfam	PF13927	Immunoglobulin domain	ig_like_domain	71	132	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIc	IIIc	ENSTRUT00000045297	ENSTRUP00000045145	838	IPR003599	Immunoglobulin domain subtype	SMART	SM00409	IG_3c	ig_like_domain	71	146	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIc	IIIc	ENSTRUT00000045297	ENSTRUP00000045145	838	IPR003598	Immunoglobulin subtype 2	SMART	SM00408	igc2_5	ig_like_domain	77	138	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIc	IIIc	ENSTRUT00000045297	ENSTRUP00000045145	838	IPR050122	Receptor Tyrosine Kinase	PANTHER	PTHR24416	TYROSINE-PROTEIN KINASE RECEPTOR	fgfr_family	85	780	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIc	IIIc	ENSTRUT00000045297	ENSTRUP00000045145	838			MobiDBLite	mobidb-lite	consensus disorder prediction	other_domain	151	174	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIc	IIIc	ENSTRUT00000045297	ENSTRUP00000045145	838			MobiDBLite	mobidb-lite	consensus disorder prediction	other_domain	152	166	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIc	IIIc	ENSTRUT00000045297	ENSTRUP00000045145	838			FunFam	G3DSA:2.60.40.10:FF:000016	Fibroblast growth factor receptor	fgfr_family	163	272	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIc	IIIc	ENSTRUT00000045297	ENSTRUP00000045145	838	IPR013783	Immunoglobulin-like fold	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	ig_like_domain	167	272	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIc	IIIc	ENSTRUT00000045297	ENSTRUP00000045145	838	IPR007110	Immunoglobulin-like domain	ProSiteProfiles	PS50835	Ig-like domain profile.	ig_like_domain	176	269	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIc	IIIc	ENSTRUT00000045297	ENSTRUP00000045145	838			CDD	cd05857	IgI_2_FGFR	fgfr_family	176	270	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIc	IIIc	ENSTRUT00000045297	ENSTRUP00000045145	838	IPR003599	Immunoglobulin domain subtype	SMART	SM00409	IG_3c	ig_like_domain	186	271	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIc	IIIc	ENSTRUT00000045297	ENSTRUP00000045145	838	IPR036179	Immunoglobulin-like domain superfamily	SUPERFAMILY	SSF48726	Immunoglobulin	ig_like_domain	189	272	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIc	IIIc	ENSTRUT00000045297	ENSTRUP00000045145	838	IPR003598	Immunoglobulin subtype 2	SMART	SM00408	igc2_5	ig_like_domain	192	260	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIc	IIIc	ENSTRUT00000045297	ENSTRUP00000045145	838	IPR013098	Immunoglobulin I-set	Pfam	PF07679	Immunoglobulin I-set domain	ig_like_domain	192	270	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIc	IIIc	ENSTRUT00000045297	ENSTRUP00000045145	838	IPR013783	Immunoglobulin-like fold	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	ig_like_domain	273	387	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIc	IIIc	ENSTRUT00000045297	ENSTRUP00000045145	838			FunFam	G3DSA:2.60.40.10:FF:000020	Fibroblast growth factor receptor	fgfr_family	274	386	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIc	IIIc	ENSTRUT00000045297	ENSTRUP00000045145	838	IPR036179	Immunoglobulin-like domain superfamily	SUPERFAMILY	SSF48726	Immunoglobulin	ig_like_domain	278	381	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIc	IIIc	ENSTRUT00000045297	ENSTRUP00000045145	838	IPR007110	Immunoglobulin-like domain	ProSiteProfiles	PS50835	Ig-like domain profile.	ig_like_domain	278	380	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIc	IIIc	ENSTRUT00000045297	ENSTRUP00000045145	838	IPR013098	Immunoglobulin I-set	Pfam	PF07679	Immunoglobulin I-set domain	ig_like_domain	285	381	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIc	IIIc	ENSTRUT00000045297	ENSTRUP00000045145	838	IPR003599	Immunoglobulin domain subtype	SMART	SM00409	IG_3c	ig_like_domain	285	382	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
takifugu_rubripes	IIIc	IIIc	ENSTRUT00000045297	ENSTRUP00000045145	838	IPR003598	Immunoglobulin subtype 2	SMART	SM00408	igc2_5	ig_like_domain	291	371	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
